Label,Value
2013-04-13,2.86000000
2013-04-20,0.33000000
2013-04-27,2.03000000
2013-05-18,12.63000000
2013-05-25,10.02000000
2013-06-01,6.51000000
2013-06-08,3.90000000
2013-06-15,0.30000000
2013-06-22,6.32000000
2013-06-29,3.05000000
2013-07-06,6.52000000
2013-07-13,20.05000000
2013-07-20,3.98000000
2013-07-27,38.92000000
2013-08-03,27.74000000
2013-08-10,5.71000000
2013-08-17,46.43000000
2013-08-24,31.33000000
2013-08-31,57.17000000
2013-09-07,20.25000000
2013-09-14,58.96000000
2013-09-21,18.07000000
2013-09-28,52.54000000
2013-10-05,24.55000000
2013-10-12,18.52000000
2013-10-19,17.50000000
2013-10-26,25.38000000
2013-11-02,10.10000000
2013-11-09,32.58000000
2013-11-16,38.26000000
2013-11-23,29.84000000
2013-11-30,29.84000000
2013-12-07,34.46000000
2013-12-14,22.58000000
2013-12-21,35.25000000
2013-12-28,4.28000000
2014-01-04,13.38000000
2014-01-11,17.29000000
2014-01-18,16.77000000
2014-01-25,24.79000000
2014-02-01,23.93000000
2014-02-08,37.30000000
2014-02-15,12.57000000
2014-02-22,11.43000000
2014-03-01,20.61000000
2014-03-08,11.58000000
2014-03-15,14.75000000
2014-03-22,20.22000000
2014-03-29,21.26000000
2014-04-05,22.69000000
2014-04-12,13.63000000
2014-04-19,18.74000000
2014-04-26,12.62000000
2014-05-03,9.53000000
2014-05-10,12.45000000
2014-05-17,18.09000000
2014-05-24,38.90000000
2014-05-31,21.32000000
2014-06-07,10.66000000
2014-06-14,11.43000000
2014-06-21,10.95000000
2014-06-28,6.30000000
2014-07-05,4.01000000
2014-07-12,7.60000000
2014-07-19,11.00000000
2014-07-26,8.33000000
2014-08-02,8.57000000
2014-08-09,8.92000000
2014-08-16,7.66000000
2014-08-23,9.86000000
2014-08-30,7.96000000
2014-09-06,11.41000000
2014-09-13,5.20000000
2014-09-20,5.70000000
2014-09-27,7.27000000
2014-10-04,7.58000000
2014-10-11,10.49000000
2014-10-18,14.89000000
2014-10-25,16.27000000
2014-11-01,0.83000000
2014-11-08,23.79000000
2014-11-15,5.39000000
2014-11-22,7.29000000
2014-11-29,2.78000000
2014-12-06,4.57000000
2014-12-13,13.02000000
2014-12-20,13.28000000
2014-12-27,11.27000000
2015-01-03,6.67000000
2015-01-10,6.58000000
2015-01-17,36.88000000
2015-01-24,1.97000000
2015-01-31,14.87000000
2015-02-07,4.77000000
2015-02-14,15.82000000
2015-02-21,17.00000000
2015-02-28,17.36000000
2015-03-07,47.85000000
2015-03-14,41.86000000
2015-03-21,28.91000000
2015-03-28,27.61000000
2015-04-04,23.64000000
2015-04-11,12.15000000
2015-04-18,20.93000000
2015-04-25,8.20000000
2015-05-02,29.42000000
2015-05-09,37.62000000
2015-05-16,13.52000000
2015-05-23,18.14000000
2015-05-30,21.67000000
2015-06-06,30.13000000
2015-06-13,58.86000000
2015-06-20,13.06000000
2015-06-27,22.96000000
2015-07-04,15.38000000
2015-07-11,16.15000000
2015-07-18,19.88000000
2015-07-25,13.67000000
2015-08-01,13.18000000
2015-08-08,21.19000000
2015-08-15,30.07000000
2015-08-22,10.80000000
2015-08-29,26.52000000
2015-09-05,39.23000000
2015-09-12,19.90000000
2015-09-19,38.54000000
2015-09-26,36.33000000
2015-10-03,19.96000000
2015-10-10,26.53000000
2015-10-17,20.67000000
2015-10-24,21.09000000
2015-10-31,23.87000000
2015-11-07,79.19000000
2015-11-14,36.35000000
2015-11-21,35.19000000
2015-11-28,47.07000000
2015-12-05,77.54000000
2015-12-12,34.34000000
2015-12-19,36.04000000
2015-12-26,10.20000000
2016-01-02,18.97000000
2016-01-09,13.32000000
2016-01-16,30.37000000
2016-01-23,32.92000000
2016-01-30,35.16000000
2016-02-06,35.43000000
2016-02-13,58.86000000
2016-02-20,26.37000000
2016-02-27,48.28000000
2016-03-05,110.45000000
2016-03-12,61.60000000
2016-03-19,84.80000000
2016-03-26,66.37000000
2016-04-02,33.34000000
2016-04-09,72.26000000
2016-04-16,55.60000000
2016-04-23,44.89000000
2016-04-30,45.33620000
2016-05-07,39.07000000
2016-05-14,46.17000000
2016-05-21,32.21000000
2016-05-28,48.65000000
2016-06-04,33.51000000
2016-06-11,44.84000000
2016-06-18,38.65000000
2016-06-25,37.82000000
2016-07-02,24.94000000
2016-07-09,11.14000000
2016-07-16,25.86000000
2016-07-23,26.24000000
2016-07-30,21.94000000
2016-08-06,24.66790000
2016-08-13,28.86000000
2016-08-20,48.77000000
2016-08-27,25.65000000
2016-09-03,39.24000000
2016-09-10,20.37000000
2016-09-17,34.89000000
2016-09-24,25.88000000
2016-10-01,39.06000000
2016-10-08,28.32000000
2016-10-15,39.33000000
2016-10-22,29.24000000
2016-10-29,14.63000000
2016-11-05,10.42000000
2016-11-12,23.08000000
2016-11-19,23.27000000
2016-11-26,20.60000000
2016-12-03,16.38000000
2016-12-10,27.09000000
2016-12-17,31.54000000
2016-12-24,25.55000000
2016-12-31,12.70000000
2017-01-07,38.87000000
2017-01-14,22.63000000
2017-01-21,23.08000000
2017-01-28,42.83000000
2017-02-04,29.82000000
2017-02-11,24.73000000
2017-02-18,32.28000000
2017-02-25,31.18750000
2017-03-04,28.17610000
2017-03-11,18.14190000
2017-03-18,22.90937687
2017-03-25,24.90977579
2017-04-01,21.57902031
2017-04-08,22.07008320
2017-04-15,16.68110746
2017-04-22,8.17896137
2017-04-29,17.17524869
2017-05-06,29.33889485
2017-05-13,13.06566544
2017-05-20,12.09243914
2017-05-27,15.23030284
2017-06-03,6.91417005
2017-06-10,11.97016772
2017-06-17,6.89518123
2017-06-24,8.39533716
2017-07-01,8.31827272
2017-07-08,7.80518024
2017-07-15,12.73657427
2017-07-22,13.68049395
2017-07-29,7.32994036
2017-08-05,9.16658146
2017-08-12,9.33619536
2017-08-19,7.72105397
2017-08-26,9.03683612
2017-09-02,3.29407022
2017-09-09,3.70566282
2017-09-16,2.28044916
2017-09-23,4.28057811
2017-09-30,3.90688643
2017-10-07,2.09203010
2017-10-14,6.05378219
2017-10-21,3.58615404
2017-10-28,4.95276931
2017-11-04,8.20713340
2017-11-11,10.49763064
2017-11-18,6.24926283
2017-11-25,4.70592604
2017-12-02,3.45800747
2017-12-09,6.27533502
2017-12-16,7.06558981
2017-12-23,2.21672607
2017-12-30,0.73452048
2018-01-06,1.53406863
2018-01-13,2.71092432
2018-01-20,4.42730424
2018-01-27,1.88201738
2018-02-03,3.81944753
2018-02-10,1.71292288
2018-02-17,4.77603257
2018-02-24,1.50172497
2018-03-03,1.93859680
2018-03-10,3.98349235
2018-03-17,3.99803866
2018-03-24,5.91686358
2018-03-31,2.69079275
2018-04-07,2.20881202
2018-04-14,4.60754298
2018-04-21,2.78615117
2018-04-28,2.21518669
2018-05-05,2.09873362
2018-05-12,1.49435601
2018-05-19,1.20327466
2018-05-26,1.83495273
2018-06-02,1.39451760
2018-06-09,1.22013846
2018-06-16,2.59738873
2018-06-23,2.89650813
2018-06-30,1.47196035
2018-07-07,1.52307375
2018-07-14,2.39489772
2018-07-21,1.43651022
2018-07-28,0.94615180
2018-08-04,1.87516073
2018-08-11,1.00398861
2018-08-18,2.17468800
2018-08-25,0.74595170
2018-09-01,2.21437285
2018-09-08,3.72068840
2018-09-15,1.42910580
2018-09-22,2.54451943
2018-09-29,1.46116958
2018-10-06,1.37685778
2018-10-13,2.09522629
2018-10-20,0.96003332
2018-10-27,1.82530844
2018-11-03,1.38011267
2018-11-10,1.85680080
2018-11-17,0.68769861
2018-11-24,1.68176435
2018-12-01,1.71355378
2018-12-08,5.76762216
2018-12-15,12.46813888
2018-12-22,5.60406496
2018-12-29,1.34533825
2019-01-05,2.69341470
2019-01-12,3.14459620
2019-01-19,2.21720646
2019-01-26,3.01998830
2019-02-02,2.35260866
2019-02-09,2.28387835
2019-02-16,2.58926444
2019-02-23,0.74015635
2019-03-02,2.55814878
2019-03-09,2.15648688
2019-03-16,1.17212324
2019-03-23,3.05922761
