Label,Value
2013-07-13,57.24000000
2013-08-31,33.61000000
2013-09-07,29.73000000
2013-10-05,0.42000000
2013-10-19,0.20000000
2013-10-26,10.13000000
2013-11-02,1.20000000
2013-11-09,7.95000000
2013-11-16,3.15000000
2013-11-23,6.10000000
2013-11-30,5.56000000
2013-12-07,14.50000000
2013-12-14,5.17000000
2013-12-21,1.69000000
2013-12-28,1.14000000
2014-01-04,0.43000000
2014-01-11,13.20000000
2014-01-18,27.88000000
2014-01-25,16.62000000
2014-02-01,15.47000000
2014-02-08,17.82000000
2014-02-15,12.49000000
2014-02-22,7.23000000
2014-03-01,20.49000000
2014-03-08,12.45000000
2014-03-15,14.78000000
2014-03-22,5.27000000
2014-03-29,8.68000000
2014-04-05,2.58000000
2014-04-12,9.43000000
2014-04-19,2.78000000
2014-04-26,11.43000000
2014-05-03,1.59000000
2014-05-10,2.70000000
2014-05-17,7.66000000
2014-05-24,18.10000000
2014-05-31,5.80000000
2014-06-07,0.87000000
2014-06-14,7.12000000
2014-06-21,5.12000000
2014-06-28,21.84000000
2014-07-05,6.43000000
2014-07-12,3.15000000
2014-07-19,7.53000000
2014-07-26,10.67000000
2014-08-02,14.75000000
2014-08-09,16.08000000
2014-08-16,8.85000000
2014-08-23,16.75000000
2014-08-30,18.15000000
2014-09-06,10.07000000
2014-09-13,10.32000000
2014-09-20,14.09000000
2014-09-27,8.79000000
2014-10-04,18.77000000
2014-10-11,22.01000000
2014-10-18,15.30000000
2014-10-25,28.68000000
2014-11-01,44.20000000
2014-11-08,11.01000000
2014-11-15,12.00000000
2014-11-22,13.59000000
2014-11-29,10.54000000
2014-12-06,24.71000000
2014-12-13,6.84000000
2014-12-20,19.68000000
2014-12-27,2.98000000
2015-01-03,75.40000000
2015-01-10,25.14000000
2015-01-17,47.61000000
2015-01-24,46.93000000
2015-01-31,22.11000000
2015-02-07,35.74000000
2015-02-14,53.53000000
2015-02-21,24.49000000
2015-02-28,14.86000000
2015-03-07,20.10000000
2015-03-14,14.28000000
2015-03-21,6.60000000
2015-03-28,37.89000000
2015-04-04,18.64000000
2015-04-11,16.31000000
2015-04-18,48.54000000
2015-04-25,18.05000000
2015-05-02,68.45000000
2015-05-09,38.93000000
2015-05-16,65.38000000
2015-05-23,34.36000000
2015-05-30,32.27000000
2015-06-06,42.72000000
2015-06-13,22.45000000
2015-06-20,21.35000000
2015-06-27,33.89000000
2015-07-04,38.25000000
2015-07-11,20.79000000
2015-07-18,30.99000000
2015-07-25,24.38000000
2015-08-01,43.81000000
2015-08-08,26.36000000
2015-08-15,31.76000000
2015-08-22,60.61000000
2015-08-29,31.00000000
2015-09-05,48.00000000
2015-09-12,75.47000000
2015-09-19,45.05000000
2015-09-26,41.62000000
2015-10-03,40.61000000
2015-10-10,33.44000000
2015-10-17,37.26000000
2015-10-24,22.03000000
2015-10-31,38.53000000
2015-11-07,53.92000000
2015-11-14,43.57000000
2015-11-21,14.13000000
2015-11-28,29.29000000
2015-12-05,26.83000000
2015-12-12,21.61000000
2015-12-19,49.11000000
2015-12-26,15.62000000
