Label,Value
2014-11-22,543442
2014-12-27,9589
2015-01-10,0
2015-02-21,3652587
2015-04-25,163761
2015-05-23,99917
2015-06-20,5483
2015-06-27,46265
2015-07-04,10031
2015-07-18,34988
2015-07-25,60706
2015-08-01,0
2015-08-08,31809
2015-08-15,16325
2015-08-22,2184
2015-08-29,0
2015-09-05,0
2015-09-12,0
2015-10-03,158058
2015-11-21,0
2015-12-19,138047
2015-12-26,1426
2016-02-27,10274
2016-03-05,166171
2016-03-12,121766
2016-03-19,160151
2016-04-30,30594
2016-05-07,145919
2016-05-14,199984
2016-05-21,64752
2016-05-28,118528
2016-06-11,32887
2016-06-18,190943
2016-06-25,13157
2016-07-02,245395
2016-07-09,87805
2016-07-16,205182
2016-07-23,488398
2016-07-30,88923
2016-08-06,262374
2016-08-13,84266
2016-08-20,10807
2016-08-27,94249
2016-09-10,323011
2016-09-17,27691
2016-09-24,191858
2016-10-01,743427
2016-10-08,490376
2016-10-15,155000
2016-10-22,231748
2016-10-29,1428234
2016-11-05,1116195
2016-11-12,441897
2016-11-19,119831
2016-11-26,840281
2016-12-03,109113
2016-12-10,768712
2016-12-17,568578
2016-12-24,549040
2016-12-31,1443090
2017-01-07,791367
2017-01-14,689811
2017-01-21,607532
2017-01-28,3778524
2017-02-04,3420382
2017-02-11,2253628
2017-02-18,7822177
2017-02-25,843788
2017-03-04,1447435
2017-03-11,2330420
2017-03-18,1163977
2017-03-25,966026
2017-04-01,990894
2017-04-08,8441192
2017-04-15,5063618
2017-04-22,1661692
2017-04-29,1690564
2017-05-06,883210
2017-05-13,3030963
2017-05-20,3245062
2017-05-27,1671991
2017-06-03,3800423
2017-06-10,6120336
2017-06-17,11772242
2017-06-24,6705011
2017-07-01,6074809
2017-07-08,4988710
2017-07-15,5198496
2017-07-22,7617721
2017-07-29,9277577
2017-08-05,7811386
2017-08-12,9767305
2017-08-19,9052868
2017-08-26,14008897
2017-09-02,15587658
2017-09-09,8810335
2017-09-16,2985557
2017-09-23,13899922
2017-09-30,6135479
2017-10-07,13812188
2017-10-14,8802403
2017-10-21,21011998
2017-10-28,14927433
2017-11-04,18497699
2017-11-11,12255333
2017-11-18,17213101
2017-11-25,16816439
2017-12-02,38059236
2017-12-09,33486835
2017-12-16,38655697
2017-12-23,23854039
2017-12-30,26878757
2018-01-06,29175754
2018-01-13,26169297
2018-01-20,30251585
2018-01-27,25254298
2018-02-03,24477438
2018-02-10,22920261
2018-02-17,22053744
2018-02-24,29198021
2018-03-03,22802817
2018-03-10,17955231
2018-03-17,12590446
2018-03-24,8124152
2018-03-31,12247449
2018-04-07,20625943
2018-04-14,23573620
2018-04-21,20231866
2018-04-28,24974622
2018-05-05,13971858
2018-05-12,17807998
2018-05-19,13639080
2018-05-26,11506537
2018-06-02,20297696
2018-06-09,15591245
2018-06-16,11077299
2018-06-23,20155804
2018-06-30,11375985
2018-07-07,12184007
2018-07-14,14102405
2018-07-21,20393715
2018-07-28,24290832
2018-08-04,14112226
2018-08-11,17532374
2018-08-18,24058376
2018-08-25,15661335
2018-09-01,9001379
2018-09-08,15962463
2018-09-15,12295019
2018-09-22,19368848
2018-09-29,16299398
2018-10-06,18238325
2018-10-13,20600408
2018-10-20,30209607
2018-10-27,24220625
2018-11-03,29306515
2018-11-10,36707048
2018-11-17,27397916
2018-11-24,21542270
2018-12-01,21450561
2018-12-08,19533513
2018-12-15,16401795
2018-12-22,26107721
2018-12-29,30677735
2019-01-05,12841783
2019-01-12,16336200
2019-01-19,17301435
2019-01-26,18219744
2019-02-02,28357183
2019-02-09,23046267
2019-02-16,18613164
2019-02-23,25795475
2019-03-02,31665347
2019-03-09,25605282
2019-03-16,36226250
2019-03-23,38812289
2019-03-30,37235478
2019-04-06,39736240
2019-04-13,56087581
2019-04-20,38411360
2019-04-27,39707561
2019-05-04,48681172
2019-05-11,41897662
2019-05-18,56896982
2019-05-25,47833615
2019-06-01,71476515
2019-06-08,70571771
2019-06-15,63701567
2019-06-22,66159363
2019-06-29,93315331
2019-07-06,90090792
2019-07-13,65812733
2019-07-20,66073619
2019-07-27,56808693
2019-08-03,51424863
2019-08-10,80528306
2019-08-17,62928390
2019-08-24,59872770
2019-08-31,64498969
2019-09-07,65059823
2019-09-14,64391493
2019-09-21,55262349
2019-09-28,68003989
2019-10-05,56488296
2019-10-12,43015351
2019-10-19,37240336
2019-10-26,39892717
2019-11-02,35384744
2019-11-09,39824507
2019-11-16,43238509
2019-11-23,43206970
2019-11-30,34126732
2019-12-07,22477662
2019-12-14,34967938
2019-12-21,23985611
2019-12-28,38994888
2020-01-04,34045827
2020-01-11,29345376
2020-01-18,24152400
2020-01-25,26578661
2020-02-01,25486108
2020-02-08,29662129
2020-02-15,33566424
2020-02-22,34932669
2020-02-29,22777632
2020-03-07,27624050
2020-03-14,18993124
2020-03-21,16378577
2020-03-28,40550144
2020-04-04,17475218
2020-04-11,20096243
2020-04-18,15450897
2020-04-25,19603280
2020-05-02,25817216
2020-05-09,27853751
2020-05-16,27458617
2020-05-23,49920813
2020-05-30,34956477
2020-06-06,28481827
2020-06-13,20559533
2020-06-20,23320817
2020-06-27,29151577
2020-07-04,24547490
2020-07-11,33063233
2020-07-18,22301112
2020-07-25,37452896
2020-08-01,44300138
2020-08-08,26131213
2020-08-15,27004917
2020-08-22,36262563
2020-08-29,30382286
2020-09-05,49184691
2020-09-12,40062025
2020-09-19,43802381
2020-09-26,37415177
2020-10-03,34703030
2020-10-10,59505192
2020-10-17,51098701
2020-10-24,60544797
2020-10-31,60301362
2020-11-07,57077426
2020-11-14,38748325
2020-11-21,36199123
2020-11-28,29599350
2020-12-05,50650402
2020-12-12,41693144
2020-12-19,59518765
2020-12-26,49121300
2021-01-02,38382883
2021-01-09,47189172
2021-01-16,28824171
2021-01-23,34961964
2021-01-30,41944291
2021-02-06,61685400
2021-02-13,32869550
2021-02-20,40660690
2021-02-27,47986635
2021-03-06,43472272
2021-03-13,43153288
2021-03-20,35635020
2021-03-27,27201711
2021-04-03,33647901
2021-04-10,41419963
2021-04-17,40574209
2021-04-24,27722469
2021-05-01,27541532
2021-05-08,23596168
2021-05-15,23863530
2021-05-22,19614114
2021-05-29,30476325
2021-06-05,12133387
2021-06-12,24894650
2021-06-19,20273105
2021-06-26,9167750
2021-07-03,13588464
2021-07-10,15136618
2021-07-17,12233587
2021-07-24,10454357
2021-07-31,8675187
2021-08-07,5763431
2021-08-14,10088427
2021-08-21,6144532
2021-08-28,12228280
2021-09-04,10151353
2021-09-11,12737568
2021-09-18,11649584
2021-09-25,6912382
2021-10-02,5521295
2021-10-09,6001773
2021-10-16,6839417
2021-10-23,8404368
2021-10-30,17909226
2021-11-06,6685281
2021-11-13,6085437
2021-11-20,6461019
2021-11-27,3572385
2021-12-04,5817672
2021-12-11,2442421
2021-12-18,6314841
2021-12-25,15706459
2022-01-01,7727703
2022-01-08,876267
2022-01-15,4457884
2022-01-22,2272106
2022-01-29,3160662
2022-02-05,2144384
2022-02-12,5516241
2022-02-19,7056490
2022-02-26,4334223
2022-03-05,7559367
2022-03-12,13960472
2022-03-19,14441234
2022-03-26,8147081
2022-04-02,14742092
2022-04-09,16916915
2022-04-16,19457484
2022-04-23,12393618
2022-04-30,14046173
2022-05-07,10526563
2022-05-14,10733945
2022-05-21,11157696
2022-05-28,11771947
2022-06-04,6970087
2022-06-11,8345091
2022-06-18,9236941
2022-06-25,6546002
2022-07-02,7669083
2022-07-09,6267702
2022-07-16,8802715
2022-07-23,2622217
2022-07-30,9748381
2022-08-06,9671924
2022-08-13,9378060
2022-08-20,5548475
2022-08-27,3493386
2022-09-03,4779811
2022-09-10,3622573
2022-09-17,11091737
2022-09-24,2991434
2022-10-01,5973518
2022-10-08,8185061
2022-10-15,3213688
2022-10-22,4033587
2022-10-29,1987752
2022-11-05,7481360
2022-11-12,6869236
2022-11-19,2881593
2022-11-26,2510040
2022-12-03,4430550
2022-12-10,1825315
2022-12-17,4363123
2022-12-24,2825417
2022-12-31,2898485
2023-01-07,2527190
2023-01-14,4708636
2023-01-21,3711924
2023-01-28,2374268
2023-02-04,5438445
2023-02-11,1969061
2023-02-18,1077619
